"","Song","Artist","Year","Spotify.ID","danceability","energy","tempo","loudness","speechiness","acousticness","instrumentalness","liveness","duration_ms"
"34","Broccoli","D.R.A.M. (ft. Lil Yachty)",2016,"0qy5D3OJre7SPJNMOL9I71",0.886,0.525,145.99,-7.39,0.132,0.236,0,0.057,225205
"35","Don't","Bryson Tiller",2016,"3pXF1nA74528Edde4of9CC",0.765,0.356,97.001,-5.556,0.196,0.222,0,0.0963,198293
"36","Dangerous Woman","Ariana Grande",2016,"7l94dyN2hX9c6wWcZQuOGJ",0.672,0.605,134.015,-5.353,0.0378,0.0499,0,0.357,235947
"37","Jumpman","Drake & Future",2016,"27GmP9AWRs744SzKcpJsTZ",0.853,0.547,142.065,-7.535,0.194,0.0565,0,0.341,205879
"38","I Hate U I Love U","gnash (ft. Olivia O'Brien)",2016,"7vRriwrloYVaoAe3a9wJHe",0.492,0.275,92.6,-13.4,0.3,0.687,0,0.101,251034
"39","Here","Alessia Cara",2016,"1wYZZtamWTQAoj8B812uKQ",0.375,0.822,123.363,-4.029,0.167,0.0716,0,0.0694,199453
"40","Same Old Love","Selena Gomez",2016,"1BZG99C7Co1r6QUC3zaS59",0.671,0.596,98.025,-4.005,0.031,0.0236,0,0.228,229080
"41","Controlla","Drake",2016,"4CpKEkdGbOJV51cSvx7SoG",0.747,0.477,93.44,-11.062,0.276,0.0962,0,0.114,245227
"42","Like I'm Gonna Lose You","Meghan Trainer (ft. John Legend)",2016,"2YlZnw2ikdb837oKMKjBkW",0.63,0.53,108.038,-7.259,0.0434,0.4,0,0.177,225053
"43","One Call Away","Charlie Puth",2016,"7soJgKhQTO8hLP2JPRkL5O",0.667,0.613,91.024,-5.353,0.0344,0.403,0,0.115,194453
"44","Let It Go","James Bay",2016,"13HVjjWUZFaWilh2QUJKsP",0.568,0.293,147.175,-10.253,0.0313,0.804,1.26e-05,0.107,260533
"45","No","Meghan Trainer",2016,"3ge54HUrk1ht3EX5SMhIzZ",0.471,0.802,88.615,-3.599,0.27,0.0125,1.45e-06,0.702,213507
"46","Never Forget You","Zara Larsson & MNEK",2016,"6hmhG1b4LEyNuashVvuIAo",0.583,0.732,145.992,-5.728,0.0457,0.00312,9.86e-06,0.269,213428
"47","Let Me Love You","DJ Snake (ft. Justin Bieber)",2016,"0lYBSQXN6rCTvUZvg9S0lU",0.652,0.713,100.023,-5.311,0.0368,0.0771,1.02e-05,0.144,205947
"48","Don't Mind","Kent Jones",2016,"27PmvZoffODNFW2p7ehZTQ",0.464,0.771,158.777,-4.503,0.336,0.0235,0,0.063,198237
"49","H.O.L.Y.","Florida Georgia Line",2016,"0BCy325UZyR9z0t0uxwn2N",0.525,0.685,78.003,-3.954,0.0351,0.385,0,0.0731,194187
"50","We Don't Talk Anymore","Charlie Puth (ft. Selena Gomez)",2016,"37FXw5QGFN7uwwsLy8uAc0",0.728,0.563,100.017,-8.053,0.134,0.621,0,0.179,217707
"51","Into You","Ariana Grande",2016,"2meEiZKWkiN28gITzFwQo5",0.636,0.728,107.986,-5.871,0.0999,0.0153,1.46e-06,0.154,244453
"52","Gold","Kiiara",2016,"6ZSO7kPn8IMJFymyticbJO",0.6,0.412,113.049,-9.343,0.344,0.615,0.0025,0.134,225882
"53","Exchange","Bryson Tiller",2016,"43PuMrRfbyyuz4QpZ3oAwN",0.53,0.433,160.14,-10.598,0.185,0.108,0,0.135,194613
"54","679","Fetty Wap (ft. Remy Boyz)",2016,"5NQbUaeTEOGdD6hHcre0dZ",0.618,0.717,190.05,-5.738,0.318,0.00256,0,0.625,196693
"55","OUI","Jeremih",2016,"0PJIbOdMs3bd5AT8liULMQ",0.715,0.703,119.749,-3.825,0.0503,0.192,0,0.113,238320
"56","Hands to Myself","Selena Gomez",2016,"1LoriJC05IrHIDwj3q0KC1",0.803,0.504,111.014,-7.218,0.0979,0.0165,5.25e-06,0.335,200680
"57","2 Phones","Kevin Gates",2016,"0wdKiSBUT7aZkXUIdJWcwC",0.895,0.681,121.918,-5.267,0.358,0.157,0,0.189,240000
"58","Starboy","The Weeknd (ft. Daft Punk)",2016,"7MXVkk9YMctZqd1Srtv4MB",0.675,0.595,185.998,-7.033,0.284,0.168,3.36e-06,0.136,230453
"59","For Free","DJ Khaled (ft. Drake)",2016,"4JDZl9nKIAhAhDjw753u4X",0.916,0.571,103.521,-8.241,0.2,0.0173,1.11e-06,0.153,183695
"60","Never Be Like You","Flume (ft. Kai)",2016,"6y0igZArWVi6Iz0rj35c1Y",0.54,0.59,119.878,-4.359,0.0528,0.446,0,0.14,234910
"61","In the Night","The Weeknd",2016,"25KybV9BOUlvcnv7nN3Pyo",0.317,0.683,167.615,-4.989,0.134,0.0794,0,0.0465,235653
"62","Me Too","Meghan Trainor",2016,"1m4dXbkplvaOO4Wbdjbwxs",0.934,0.694,123.822,-5.849,0.1,0.0963,1.21e-06,0.479,181240
"63","Ex's & Oh's","Elle King",2016,"70eDxAyAraNTiD6lx2ZEnH",0.612,0.921,139.986,-2.879,0.0848,0.0183,0,0.0576,202173
"64","Die A Happy Man","Thomas Rhett",2016,"5kNe7PE09d6Kvw5pAsx23n",0.66,0.383,83.096,-9.377,0.0304,0.381,0,0.119,227427
"65","White Iverson","Post Malone",2016,"6eT7xZZlB2mwyzJ2sUKG6w",0.674,0.568,130.081,-7.678,0.0349,0.216,0,0.0863,256533
"66","Close","Nick Jonas (ft. Love Lo)",2016,"3lSDIJ2abCrOdDJ6pshUap",0.667,0.624,124.012,-5.397,0.0698,0.258,0,0.145,234213
"67","Unsteady","X Ambassadors",2016,"7lGKEWMXVWWTt3X71Bv44I",0.598,0.673,117.02,-6.134,0.0469,0.177,0.000316,0.203,193546
"68","Sucker For Pain","Lil Wayne, Wi",2016,"4dASQiO1Eoo3RJvt74FtXB",0.502,0.786,169.021,-4.378,0.317,0.255,0,0.65,243491
"69","Down in the DM","Yo Gotti (ft. Nicki Minaj)",2016,"1LxKKYsJNPeBdOwdudsJzv",0.776,0.662,152.927,-7.016,0.0489,0.00157,2.1e-05,0.0887,182733
"70","LUV","Tory Lanez",2016,"16Ah4QqH4mgYVXqfC4mdSd",0.487,0.532,138.13,-8.129,0.245,0.0129,0,0.123,228640
"71","Can't Feel My Face","The Weeknd",2016,"22VdIZQfgXJea34mQxlt81",0.711,0.783,107.972,-5.407,0.0423,0.109,0,0.0947,213520
"72","Hymn For The Weekend","Coldplay",2016,"6s3GEN8wK0OMzzzZbXj0fu",0.565,0.849,102.034,-3.516,0.0517,0.00868,4.68e-06,0.12,212647
"73","Say It","Tory Lanez",2016,"2Gyc6e2cLxA5hoX1NOvYnU",0.384,0.512,107.241,-10.545,0.0753,0.0798,1.19e-05,0.129,237787
"74","Antidote","Travis Scott",2016,"1wHZx0LgzFHyeIZkUydNXq",0.713,0.526,131.05,-5.046,0.032,0.00767,0.000148,0.124,262693
"75","Lost Boy","Ruth B",2016,"4h0zU3O9R5xzuTmNO7dNDU",0.71,0.0565,123.994,-15.099,0.0534,0.965,0,0.0889,275280
"76","Side to Side","Ariana Grande (ft. Nicki Minaj)",2016,"1pKeFVVUOPjFsOABub0OaV",0.65,0.728,159.167,-5.914,0.232,0.0373,0,0.328,226160
"77","Sit Still, Look Pretty","Daya",2016,"0EGuSSpuu9wmHCtvb4PdLO",0.657,0.739,181.994,-4.081,0.274,0.141,0,0.178,202221
"78","Middle","DJ Snake (ft. Bipolar Sunshine)",2016,"0g5EKLgdKvNlln7TNqBByK",0.586,0.701,104.957,-5.326,0.0416,0.0203,0,0.055,220573
"79","On My Mind","Ellie Goulding",2016,"4nS1sut0R2mgmFitKIShVe",0.697,0.687,154.921,-6.574,0.0537,0.279,5.11e-06,0.0861,213445
"80","Pop Style","Drake (ft. The Throne)",2016,"23NWj2izXAJ4yL6Nah73wf",0.795,0.482,132.985,-8.995,0.22,0.234,3.99e-06,0.104,209453
"81","When We Were Young","Adele",2016,"7IWkJwX9C0J7tHurTD7ViL",0.381,0.594,143.86,-5.97,0.0486,0.348,0,0.0925,290907
"82","Hide Away","Daya",2016,"0uyZ5ckiIUbFZd3P6RWmrj",0.885,0.801,95.011,-4.716,0.0882,0.225,1.65e-06,0.0733,192376
"83","Lean On","Major Lazer & DJ Snake (ft. MO)",2016,"5wldXGLEOoRXxMWJ8rIUWE",0.723,0.809,98.007,-3.081,0.0625,0.00346,0.00123,0.565,176561
"84","I Know What You Did Last Summer","Shawn Mendes & Camila Cabello",2016,"7M9t7BCy51ITF8IMyiemzk",0.692,0.782,113.881,-4.588,0.0861,0.116,0,0.152,223827
"85","All the Way Up","Fat Joe, Rem",2016,"61QSuw5VlC0LTS8WMO356g",0.536,0.721,117.139,-6.44,0.386,0.062,0,0.824,191942
"86","Watch Me","Silento",2016,"5RIVoVdkDLEygELLCniZFr",0.825,0.77,139.982,-8.508,0.134,0.265,0,0.334,185131
"87","Back to Sleep","Chris Brown",2016,"6dlpABcXrQKRU9G00i6Zba",0.647,0.646,92.981,-5.483,0.243,0.0424,0,0.0888,201253
"88","No Limit","Usher (ft. Young Thug)",2016,"4DRDMf5vftalExCy0fHbHl",0.717,0.516,127.026,-6.466,0.0601,0.0794,0,0.164,228905
"89","Cut It","O.T. Genasis (ft. Young Dolph)",2016,"376KnY4TrgBITxjlnbnmIy",0.875,0.673,130,-4.184,0.0932,0.135,0,0.292,222600
"90","Really Really","Kevin Gates",2016,"10I3CmmwT0BkOVhduDy53o",0.762,0.666,118.97,-6.055,0.0916,0.00427,0,0.127,232093
"91","All In My Head (Flex)","Fifth Harmony (ft. Fetty Wap)",2016,"7nD9nN3jord9wWcfW3Gkcm",0.689,0.791,95.04,-5.194,0.053,0.023,0,0.0526,210573
"92","Starving","Hailee Steinfield & Grey (ft. Zedd)",2016,"4Ce37cRWvM1vIGGynKcs22",0.712,0.62,99.953,-4.187,0.0888,0.39,0,0.0994,181880
"93","Adventure of a Lifetime","Coldplay",2016,"69uxyAqqPIsUyTO8txoP2M",0.638,0.924,111.995,-3.887,0.0359,0.00205,0.000173,0.149,263787
"94","Humble and Kind","Tim McGraw",2016,"3Rkk851fZjIsglV2jbBPDd",0.349,0.486,101.053,-7.232,0.0289,0.693,1.73e-06,0.122,257360
"95","Wicked","Future ",2016,"6BbINUfGabVyiNFJpQXn3x",0.718,0.679,157.97,-5.899,0.0706,0.00191,0.0104,0.385,173347
"96","Tiimmy Turner","Desiigner",2016,"3NJG6vMH1ZsectZkocMEm0",0.597,0.743,122.798,-3.095,0.042,0.181,0,0.0796,239853
"97","See You Again","Wiz Khalifa (ft. Charlie Puth)",2016,"7wqSzGeodspE3V6RBD5W8L",0.689,0.481,80.025,-7.503,0.0815,0.369,1.03e-06,0.0649,229526
"98","Perfect","One Direction",2016,"3NLnwwAQbbFKcEcV8hDItk",0.647,0.823,99.933,-5.231,0.0762,0.0598,0,0.119,230333
"99","Uptown Funk!","Mark Ronson (ft. Bruno Mars)",2015,"32OlwWuMpZ6b0aN2RZOeMS",0.856,0.609,114.988,-7.223,0.0824,0.00801,8.15e-05,0.0344,269667
"100","Thinking Out Loud","Ed Sheeran",2015,"34gCuhDGsG4bRPIf9bb02f",0.781,0.445,78.998,-6.061,0.0295,0.474,0,0.184,281560
"101","See You Again","Wiz Khalifa (ft. Charlie Puth)",2015,"7wqSzGeodspE3V6RBD5W8L",0.689,0.481,80.025,-7.503,0.0815,0.369,1.03e-06,0.0649,229526
"102","Trap Queen","Fetty Wap",2015,"2d8JP84HNLKhmd6IYOoupQ",0.746,0.873,148.075,-3.803,0.128,0.0244,0,0.354,222093
"103","Sugar","Maroon 5",2015,"2iuZJX9X9P0GKaE93xcPjk",0.751,0.768,120.084,-7.089,0.0346,0.052,0,0.0848,235493
"104","Shut Up and Dance","Walk the Moon",2015,"4kbj5MwxO1bq9wjT5g9HaA",0.578,0.866,128.038,-3.804,0.0619,0.00701,0,0.257,199080
"105","Watch Me","Silento",2015,"5RIVoVdkDLEygELLCniZFr",0.825,0.77,139.982,-8.508,0.134,0.265,0,0.334,185131
"106","Earned It (Fifty Shades of Grey)","The Weeknd",2015,"2PIvq1pGrUjY007X5y1UpM",0.664,0.371,119.95,-5.959,0.0306,0.404,0,0.0971,252227
"107","The Hills","The Weeknd",2015,"7fBv7CLKzipRk6EC6TWHOB",0.54,0.561,113.295,-6.987,0.0699,0.0635,0,0.137,242253
"108","Cheerleader","OMI",2015,"2XPc8gL9PwxGURQFcFaDJR",0.777,0.663,118.016,-6.117,0.0305,0.146,1.52e-05,0.174,181827
"109","Can't Feel My Face","The Weeknd",2015,"22VdIZQfgXJea34mQxlt81",0.711,0.783,107.972,-5.407,0.0423,0.109,0,0.0947,213520
"110","Love Me Like You Do","Ellie Goulding",2015,"2l8w0zZVn4AZNuzrht7MRT",0.254,0.617,189.425,-6.612,0.0537,0.24,0,0.125,252534
"111","Take Me to Church","Hozier",2015,"0aOluBqXYd0rFSCsgDyAWX",0.566,0.664,128.945,-5.303,0.0464,0.634,0,0.116,241693
"112","Lean On","Major Lazer & DJ Snake (ft. MO)",2015,"5wldXGLEOoRXxMWJ8rIUWE",0.723,0.809,98.007,-3.081,0.0625,0.00346,0.00123,0.565,176561
"113","Want to Want Me","Jason Derulo",2015,"7oGZAicScQt96OAW4AruYy",0.775,0.68,114.025,-5.508,0.0629,0.00906,0,0.109,207719
"114","Where Are U Now","Skrillex & Diplo with Justin Bieber",2015,"66hayvUbTotekKU3H4ta1f",0.432,0.781,139.432,-4.038,0.0567,0.041,4.21e-06,0.0789,250286
"115","Fight Song","Rachel Platten",2015,"37f4ITSlgPX81ad2EvmVQr",0.564,0.714,175.924,-4.987,0.129,0.0549,0,0.155,204013
"116","679","Fetty Wap (ft. Remy Boyz)",2015,"5NQbUaeTEOGdD6hHcre0dZ",0.618,0.717,190.05,-5.738,0.318,0.00256,0,0.625,196693
"117","Lips Are Movin","Meghan Trainer",2015,"6gj08XDlv9Duc2fPOxUmVD",0.775,0.825,139.091,-5.402,0.0464,0.0506,1.03e-06,0.111,182667
"118","Worth It","Fifth Harmony (ft. Kid Ink)",2015,"41Fflg7qHiVOD6dEPvsCzO",0.884,0.765,99.987,-3.865,0.0882,0.063,7.04e-06,0.118,224573
"119","Post To Be","Omarion (ft. Chris Brown & Jhene Aiko)",2015,"6p5abLu89ZSSpRQnbK9Wqs",0.733,0.676,97.448,-5.655,0.0432,0.0697,0,0.208,226581
"120","Honey, I'm Good","Andy Grammer",2015,"4orphgwPHHRsdEkfUmANSD",0.753,0.796,122.025,-6.406,0.0576,0.0378,0,0.331,199263
"121","I'm Not The Only One","Sam Smith",2015,"0fioLzGM8ngbD1w6fMmm45",0.453,0.496,80.994,-5.785,0.0453,0.554,2.65e-05,0.0772,239317
"122","Good For You","Selena Gomez (ft. A$AP Rocky)",2015,"5XfywqPX6XBOdYQNbOaQvy",0.6,0.67,88.955,-6.455,0.0538,0.174,0,0.0746,221560
"123","All About That Bass","Meghan Trainer",2015,"0ifSeVGUr7py5GggttDhXw",0.811,0.879,134.064,-3.724,0.0514,0.0476,1.91e-06,0.109,188754
"124","Hotling Bling","Drake",2015,"0wwPcA6wtMf6HUMpIRdeP7",0.903,0.621,134.969,-8.132,0.0578,0.00302,0.000186,0.0504,267067
"125","Hey Mama","David Guetta (ft. Nicki Minaj, Bebe Rexha & Afrojack)",2015,"5b2bu6yyATC1zMXDGScJ2d",0.596,0.73,85.979,-4.091,0.151,0.24,0,0.325,192560
"126","G.D.F.R.","Flo Rida (ft. Sage The Gemini & Lookas)",2015,"26rdOwwjC2UnweK3xeS58u",0.657,0.827,145.889,-4.036,0.0734,0.000704,0.00534,0.065,190186
"127","What Do You Mean?","Justin Bieber",2015,"4B0JvthVoAAuygILe3n4Bs",0.837,0.571,125.034,-8.273,0.0922,0.61,0.000898,0.0849,205680
"128","Photograph","Ed Sheeran",2015,"1HNkqx9Ahdgi1Ixy2xkKkL",0.614,0.379,107.989,-10.48,0.0476,0.607,0.000464,0.0986,258987
"129","Hello","Adele",2015,"0ENSn4fwAbCGeFGVUbXEU3",0.481,0.451,157.966,-6.095,0.0347,0.336,0,0.0872,295493
"130","Stitches","Shawn Mendes",2015,"5jsw9uXEGuKyJzs0boZ1bT",0.592,0.752,74.784,-6.589,0.114,0.0196,0,0.0477,206880
"131","Talking Body","Tove Lo",2015,"10sqe2FD4eb8MovY8Nyaii",0.736,0.767,119.996,-5.489,0.034,0.105,0,0.0803,238427
"132","Jealous","Nick Jonas",2015,"5NQJnRpJHRaupdegphntQT",0.688,0.712,93.027,-3.573,0.0683,0.0108,0,0.458,222187
"133","Time of our Lives","Pitbull & Ne-Yo",2015,"2bJvI42r8EF3wxjOuDav4r",0.72,0.802,124.043,-5.797,0.0582,0.0921,0,0.694,229360
"134","Locked Away","R. City Featuring Adam Levine",2015,"0sQLhT32E9ZG2zn5iYR6nN",0.508,0.677,121.928,-5.696,0.0656,0.328,0,0.0491,227280
"135","Somebody","Natalie La Rose (ft. Jeremih)",2015,"7ioiB40H9xKs04QtIso2I3",0.842,0.531,105.013,-8.729,0.0377,0.000979,1.34e-05,0.0667,189907
"136","Fourfiveseconds","Rihanna & Kanye West & Paul McCartney",2015,"78TTtXnFQPzwqlbtbwqN0y",0.576,0.267,205.888,-5.668,0.044,0.878,0,0.119,188238
"137","Centuries","Fall Out Boy",2015,"04aAxqtGp5pv12UXAg4pkq",0.385,0.866,176.014,-2.817,0.0697,0.004,0,0.111,228360
"138","My Way","Fetty Wap (ft. Monty)",2015,"1WoOzgvz6CgH4pX6a1RKGp",0.748,0.741,128.077,-3.103,0.0531,0.00419,0,0.147,213053
"139","Take Your Time","Sam Hunt",2015,"6DEaND0SHv3sC11xobZLiy",0.551,0.719,158.08,-5.631,0.0416,0.0869,0,0.219,243707
"140","Animals","Maroon 5",2015,"2bL2gyO6kBdLkNSkxXNh6x",0.465,0.744,189.928,-6.429,0.0635,0.00018,0,0.68,231013
"141","I Don't F**K With You","Big Sean (ft. E-40)",2015,"7FYH5AW3bVfZHJIQpq3UOA",0.822,0.734,97.998,-5.48,0.0738,0.0372,0,0.325,284387
"142","B**** Better Have My Money","Rihanna",2015,"0NTMtAO2BV4tnGvw9EgBVq",0.778,0.741,102.95,-4.97,0.0484,0.0538,2.04e-06,0.29,219306
"143","Flex (Ooh Ooh Ooh)","Rich Homie Quan",2015,"2LLFl56eIFGFlnrplUC26f",0.728,0.62,81.998,-7.533,0.0434,0.038,0,0.342,176675
"144","Nasty Freestyle","T-Wayne",2015,"0PT7nlpo11hYYyfnBgtilT",0.779,0.472,135.051,-7.116,0.218,0.0577,0,0.114,142212
"145","Only","Nicki Minaj (ft. Drake, Lil Wayne & Chris Brown)",2015,"4MRT0dDbhqFKl67WzhUbSw",0.67,0.485,119.886,-7.272,0.737,0.409,0,0.0973,312027
"146","Elastic Heart","Sia",2015,"5S9lfZu1YF8xKkgSsqL2Bd",0.421,0.791,130.075,-4.998,0.0496,0.0117,1.48e-05,0.146,257200
"147","Cool for the Summer","Demi Lovato",2015,"2zFF6jG5hQArbzcXz3KUWk",0.584,0.614,114.075,-5.587,0.0363,0.00506,9.7e-05,0.0802,214740
"148","Renegades","X Ambassadors",2015,"0fYVliAYKHuPmECRs1pbRf",0.4,0.868,180.261,-5.988,0.203,0.0112,0.0685,0.27,195199
"149","I Don't Mind","Usher (ft. Juicy J)",2015,"7aXuop4Qambx5Oi3ynsKQr",0.87,0.464,112.974,-8.337,0.178,0.205,0,0.0902,251989
"150","Love Me Harder","Ariana Grande & The Weeknd",2015,"5J4ZkQpzMUFojo1CtAZYpn",0.472,0.714,98.992,-4.389,0.0334,0.00937,0,0.0764,236133
"151","Stay With Me","Sam Smith",2015,"5Db9VIdDsN5yu3Eu7CT0i4",0.479,0.419,85.014,-6.517,0.0389,0.568,0.000217,0.11,172724
"152","You Know You Like It","DJ Snake & Aluna George",2015,"57kR5SniQIbsbVoIjjOUDa",0.426,0.722,196.133,-5.369,0.196,0.0113,1.27e-06,0.262,247267
"153","Uma Therman","Fall Out Boy",2015,"5PUawWFG1oIS2NwEcyHaCr",0.623,0.956,149.958,-2.608,0.0753,0.119,0.000227,0.617,211573
"154","7/11","Beyonce",2015,"02M6vucOvmRfMxTXDUwRXu",0.747,0.705,136.024,-5.137,0.126,0.0128,0,0.126,213507
"155","The Heart Wants What It Wants","Selena Gomez",2015,"2dRvMEW4EwySxRUtEamSfG",0.616,0.778,83.065,-4.927,0.0387,0.0545,0,0.142,227360
"156","Girl Crush","Little Big Town",2015,"11qh54D0PKkBwelpDxxiEU",0.513,0.221,173.865,-10.233,0.0302,0.822,0,0.113,193320
"157","Slow Motion","Trey Songz",2015,"4NYwy0R3NdvORX2B6OZXBT",0.733,0.408,94.947,-7.834,0.0388,0.679,3.92e-05,0.11,197854
"158","Drag Me Down","One Direction",2015,"2K87XMYnUMqLcX3zvtAF4G",0.73,0.703,138.113,-5.672,0.0369,0.109,0,0.0657,192120
"159","Truffle Butter","Nicki Minaj (ft. Drake & Lil Wayne)",2015,"3keUgTGEoZJt0QkzTB6kHg",0.896,0.672,105.098,-6.875,0.0479,0.0525,3.14e-05,0.12,219227
"160","One Last Time","Ariana Grande",2015,"7xoUc6faLbCqZO6fQEYprd",0.628,0.593,125.026,-5.036,0.0323,0.093,1.65e-06,0.096,197267
"161","Chains","Nick Jonas",2015,"5Ns5lCnyH4y0QCxjv4cW4g",0.627,0.782,127.871,-3.256,0.0575,0.0984,0,0.269,211347
"162","All Eyes On You","Meek Mill (ft. Chris Brown & Nicki Minaj)",2015,"0hy1SOTEn9ifXTzOwnCwEr",0.589,0.658,77.521,-5.288,0.203,0.0242,0,0.118,223973
"163","No Type","Rae Sremmurd",2015,"4scpF6J5uMBvoh6sFB7EL1",0.888,0.483,125.008,-7.797,0.154,0.013,4.85e-06,0.0926,200080
"164","Riptide","Vance Joy",2015,"3JvrhDOgAt6p7K8mDyZwRd",0.484,0.731,101.654,-6.694,0.0379,0.431,0,0.151,204280
